No;No. Pendaftaran KIP;Nama Siswa2;Prodi;NIK;No. Kartu Keluarga;NIK Kepala Keluarga;NISN;Status DTKS;Validasi DTKS;Status P3KE;Validasi P3KE;No. KIP;Validasi KIP;No. KKS;Asal Sekolah;Kab/Kota Sekolah;Provinsi Sekolah;Tempat Lahir;Tanggal Lahir;Jenis Kelamin;Alamat Tinggal;No. Handphone;Alamat Email;Alamat IG/ Twitter/ Tiktok;Nama Ayah;Pekerjaan Ayah;Ket. Pekerjaan Ayah;Penghasilan Ayah; Ket. Penghasilan Ayah/ bln ;Status Ayah;Nama Ibu;Pekerjaan Ibu;Ket. Pekerjaan Ibu;Penghasilan Ibu; Ket. Penghasilan Ibu/ bln ;Status Ibu;Wali (jika ada); Penghasilan lain/ bln ;Jumlah Tanggungan;Jml Tanggungan Sebenarnya; Nominal per kapita ;Kepemilikan Rumah;Tahun Perolehan;Sumber Listrik;Luas Tanah;Luas Bangunan;Sumber Air;MCK;Kondisi Rumah;Jarak Pusat Kota (KM);Prestasi;Rekomendasi;Alasan;Nama Pewawancara;Alasan Penguat nanti jadi role model undip
29;1125.203.99959.8601.001;Siswa SNBP 29;S1 ILMU HUKUM;3307131920484894;3301576958013900;3308135552212528;0063810625;Terdata;ada;Terdata: Desil 1;ada;A1B2C4;ada;KKS002;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081218584239;siswa29@gmail.com;ig: @siswa29;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;813650;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;231941;Hidup;;0;4 Orang;4;261397;Sewa Tahunan;1990;PLN;100 - 200 M2;50-99 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;16;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
30;1125.203.99950.1258.001;Siswa SNBP 30;S1 MANAJEMEN;3303275408701849;3305523935098259;3307531364472347;0047790746;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081249898147;siswa30@gmail.com;ig: @siswa30;Nama Ayah;Wirausaha;Pekerjaan Detail;> Rp. 3.000.000;3860248;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;10291;Hidup;;0;3 Orang;3;1290179;Sendiri;2000;PLN;50-99 M2;< 25 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;9;Juara Umum 1 Paralel Sekolah;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Dwi Kurniawan;Mampu membayar UKT mandiri.
31;1125.203.99916.4700.001;Siswa SNBP 31;S1 PSIKOLOGI;3303801087369733;3306394318490453;3303805638221516;0033062261;Belum Terdata;tidak ada;Terdata: Desil 7;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081238401937;siswa31@gmail.com;ig: @siswa31;Nama Ayah;Buruh Harian;Pekerjaan Detail;> Rp. 3.000.000;4016205;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;3052907;Hidup;;0;5 Orang;5;1413822;Sendiri;2018;PLN;>200 M2;>200 M2;PDAM;Berbagi Pakai;Tidak Layak Menerima Beasiswa;49;Ketua OSIS SMA 2 Periode;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Dwi Kurniawan;Mampu membayar UKT mandiri.
32;1125.203.99940.9469.001;Siswa SNBP 32;S1 AKUNTANSI;3302099721522901;3305148330730890;3309972522609074;0021973136;Belum Terdata;tidak ada;Terdata: Desil 5;tidak ada;-;tidak ada;-;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081213591508;siswa32@gmail.com;ig: @siswa32;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;> Rp. 3.000.000;7098666;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;1705964;Hidup;;0;5 Orang;5;1760926;Sendiri;2009;PLN;50-99 M2;100 - 200 M2;Sungai/Mata Air;Berbagi Pakai;Tidak Layak Menerima Beasiswa;6;Juara 1 Lomba KTI Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Budi Santoso;Mampu membayar UKT mandiri.
33;1125.203.99935.9596.001;Siswa SNBP 33;S1 ILMU KOMUNIKASI;3306624709225404;3309851101842969;3302239855979709;0046952923;Terdata;ada;Terdata: Desil 1;ada;A1B2C9;ada;KKS009;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081286031002;siswa33@gmail.com;ig: @siswa33;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1251770;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;154743;Hidup;;0;3 Orang;3;468837;Menumpang;1991;PLN;>200 M2;25-50 M2;Sungai/Mata Air;Berbagi Pakai;Layak Menerima Beasiswa;50;Ketua OSIS SMA 2 Periode;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
34;1125.203.99942.5995.001;Siswa SNBP 34;S1 PSIKOLOGI;3303992130762106;3301887312572621;3302073672090888;0098436939;Belum Terdata;tidak ada;Terdata: Desil 6;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081221045951;siswa34@gmail.com;ig: @siswa34;Nama Ayah;Peg. Swasta;Pekerjaan Detail;> Rp. 3.000.000;7968610;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;3636099;Hidup;;0;4 Orang;4;2901177;Sendiri;2011;PLN;>200 M2;25-50 M2;PDAM;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;47;Juara Umum 1 Paralel Sekolah;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Budi Santoso;Mampu membayar UKT mandiri.
35;1125.203.99915.3057.001;Siswa SNBP 35;S1 PSIKOLOGI;3303687652021993;3304047482232433;3307041811558557;0010392961;Terdata;ada;Terdata: Desil 1;ada;A1B2C1;ada;KKS001;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081223114657;siswa35@gmail.com;ig: @siswa35;Nama Ayah;Petani;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;935779;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;118089;Hidup;;0;5 Orang;5;210773;Menumpang;2021;PLN;< 25 M2;25-50 M2;Sungai/Mata Air;Berbagi Pakai;Layak Menerima Beasiswa;36;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
36;1125.203.99953.7078.001;Siswa SNBP 36;S1 AGROEKOTEKNOLOGI;3301872349477773;3302815966894448;3303743033709680;0022335532;Terdata;ada;Terdata: Desil 4;ada;A1B2C3;ada;KKS002;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081256139599;siswa36@gmail.com;ig: @siswa36;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;524109;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;14808;Hidup;;0;4 Orang;4;134729;Sendiri;2004;PLN;50-99 M2;50-99 M2;Sungai/Mata Air;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;45;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
37;1125.203.99932.1526.001;Siswa SNBP 37;S1 AKUNTANSI;3303001743187430;3305242529007379;3305158445412465;0099081751;Terdata;ada;Terdata: Desil 4;ada;A1B2C8;ada;KKS001;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081291601230;siswa37@gmail.com;ig: @siswa37;Nama Ayah;Petani;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;924466;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;243053;Hidup;;0;3 Orang;3;389173;Menumpang;2017;PLN;50-99 M2;>200 M2;Sumur;Berbagi Pakai;Layak Menerima Beasiswa;33;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
38;1125.203.99983.6361.001;Siswa SNBP 38;S1 KESEHATAN MASYARAKAT;3301753085878794;3302730536045091;3308679699983226;0026645637;Terdata;ada;Terdata: Desil 2;ada;A1B2C5;ada;KKS001;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081220490954;siswa38@gmail.com;ig: @siswa38;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;500725;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;194808;Hidup;;0;6 Orang;6;115922;Sewa Tahunan;2010;PLN;>200 M2;25-50 M2;PDAM;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;5;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
39;1125.203.99996.5218.001;Siswa SNBP 39;S1 AGROEKOTEKNOLOGI;3302494595497168;3309795358127099;3308818304150164;0083071511;Terdata;ada;Terdata: Desil 4;ada;A1B2C5;ada;KKS007;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081252898134;siswa39@gmail.com;ig: @siswa39;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;642413;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;156663;Hidup;;0;5 Orang;5;159815;Sewa Bulanan;2015;PLN;< 25 M2;50-99 M2;Sungai/Mata Air;Berbagi Pakai;Layak Menerima Beasiswa;30;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
40;1125.203.99946.2188.001;Siswa SNBP 40;S1 KEDOKTERAN;3308028625822250;3308552592973982;3308365294086652;0096765849;Terdata;ada;Terdata: Desil 2;ada;A1B2C4;ada;KKS001;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081250474135;siswa40@gmail.com;ig: @siswa40;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;808827;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;328178;Hidup;;0;6 Orang;6;189500;Sendiri;2012;PLN;>200 M2;50-99 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;49;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
41;1125.203.99967.7522.001;Siswa SNBP 41;S1 PSIKOLOGI;3303297135374347;3305032211757885;3309861492672487;0036545014;Terdata;ada;Terdata: Desil 2;ada;A1B2C2;ada;KKS001;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081257160238;siswa41@gmail.com;ig: @siswa41;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1406603;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;97379;Hidup;;0;5 Orang;5;300796;Menumpang;2003;PLN;50-99 M2;< 25 M2;PDAM;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;45;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
42;1125.203.99912.6737.001;Siswa SNBP 42;S1 PSIKOLOGI;3303042791772476;3303980369928538;3302567545269508;0089836317;Terdata;ada;Terdata: Desil 3;ada;A1B2C8;ada;KKS001;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081243478171;siswa42@gmail.com;ig: @siswa42;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1214399;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;256252;Hidup;;0;3 Orang;3;490217;Sewa Bulanan;2020;PLN;25-50 M2;< 25 M2;Sumur;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;10;Juara 2 Debat Bahasa Indonesia Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
43;1125.203.99972.3683.001;Siswa SNBP 43;S1 ILMU HUKUM;3309924285830343;3303157179240840;3307515654327239;0020009118;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081282725682;siswa43@gmail.com;ig: @siswa43;Nama Ayah;Peg. Swasta;Pekerjaan Detail;> Rp. 3.000.000;7707629;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;97161;Hidup;;0;2 Orang;2;3902395;Sendiri;2013;PLN;>200 M2;50-99 M2;PDAM;Berbagi Pakai;Tidak Layak Menerima Beasiswa;35;Juara Umum 1 Paralel Sekolah;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Rina Amelia;Mampu membayar UKT mandiri.
44;1125.203.99911.4868.001;Siswa SNBP 44;S1 ILMU KOMUNIKASI;3302178208369870;3306446950119270;3305235685599521;0033329755;Terdata;ada;Terdata: Desil 3;ada;A1B2C7;ada;KKS002;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081216054709;siswa44@gmail.com;ig: @siswa44;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1242357;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;319512;Hidup;;0;3 Orang;3;520623;Sendiri;2016;PLN;25-50 M2;50-99 M2;Sumur;Berbagi Pakai;Layak Menerima Beasiswa;1;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
45;1125.203.99934.6337.001;Siswa SNBP 45;S1 MANAJEMEN;3302883805483328;3307985521106790;3302755568004234;0070412344;Terdata;ada;Terdata: Desil 3;ada;A1B2C9;ada;KKS004;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081254473352;siswa45@gmail.com;ig: @siswa45;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1162768;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;26895;Hidup;;0;3 Orang;3;396554;Menumpang;2019;PLN;50-99 M2;50-99 M2;Sumur;Berbagi Pakai;Layak Menerima Beasiswa;36;Juara 2 Debat Bahasa Indonesia Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
46;1125.203.99956.9462.001;Siswa SNBP 46;S1 AKUNTANSI;3303265026307974;3309463766348063;3307371428132777;0091681205;Belum Terdata;tidak ada;Terdata: Desil 6;tidak ada;-;tidak ada;-;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081296948910;siswa46@gmail.com;ig: @siswa46;Nama Ayah;Lainnya;Pekerjaan Detail;> Rp. 3.000.000;3173649;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;229748;Hidup;;0;4 Orang;4;850849;Sendiri;2009;PLN;25-50 M2;>200 M2;Sumur;Berbagi Pakai;Tidak Layak Menerima Beasiswa;48;Ketua OSIS SMA 2 Periode;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Budi Santoso;Mampu membayar UKT mandiri.
47;1125.203.99947.8807.001;Siswa SNBP 47;S1 AGROEKOTEKNOLOGI;3304574613729078;3301118469815086;3302394040691709;0079402253;Terdata;ada;Terdata: Desil 4;ada;A1B2C5;ada;KKS001;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081240717208;siswa47@gmail.com;ig: @siswa47;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;905191;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;192541;Hidup;;0;3 Orang;3;365910;Sewa Bulanan;2000;PLN;50-99 M2;25-50 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;16;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
48;1125.203.99994.5867.001;Siswa SNBP 48;S1 ILMU HUKUM;3307357222907740;3307254244501951;3309886700848387;0070407388;Terdata;ada;Terdata: Desil 1;ada;A1B2C1;ada;KKS006;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081276606762;siswa48@gmail.com;ig: @siswa48;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;508928;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;14886;Hidup;;0;5 Orang;5;104762;Sewa Tahunan;2010;PLN;< 25 M2;100 - 200 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;32;Eligible 1 Rumpun Saintek;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
49;1125.203.99949.9358.001;Siswa SNBP 49;S1 ILMU KOMUNIKASI;3302916847429026;3305297818855520;3308515979332435;0063201565;Terdata;ada;Terdata: Desil 2;ada;A1B2C4;ada;KKS002;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081286284589;siswa49@gmail.com;ig: @siswa49;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1157033;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;163534;Hidup;;0;6 Orang;6;220094;Menumpang;1994;PLN;< 25 M2;25-50 M2;Sungai/Mata Air;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;30;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
50;1125.203.99943.4855.001;Siswa SNBP 50;S1 AKUNTANSI;3306285149859227;3305018282406701;3302525913214834;0027040206;Belum Terdata;tidak ada;Terdata: Desil 5;tidak ada;-;tidak ada;-;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081245778487;siswa50@gmail.com;ig: @siswa50;Nama Ayah;Petani;Pekerjaan Detail;> Rp. 3.000.000;5979998;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;2076701;Hidup;;0;2 Orang;2;4028349;Sendiri;2009;PLN;50-99 M2;>200 M2;PDAM;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;20;Juara 2 Debat Bahasa Indonesia Provinsi;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Budi Santoso;Mampu membayar UKT mandiri.
51;1125.203.99991.8556.001;Siswa SNBP 51;S1 AGROEKOTEKNOLOGI;3307353647904205;3302093734946816;3308176185988422;0085724014;Terdata;ada;Terdata: Desil 1;ada;A1B2C9;ada;KKS004;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081258555514;siswa51@gmail.com;ig: @siswa51;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1075168;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;496322;Hidup;;0;2 Orang;2;785745;Sendiri;1998;PLN;25-50 M2;100 - 200 M2;Sungai/Mata Air;Berbagi Pakai;Layak Menerima Beasiswa;19;Eligible 1 Rumpun Saintek;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Budi Santoso;Mampu membayar UKT mandiri.
52;1125.203.99936.4505.001;Siswa SNBP 52;S1 AKUNTANSI;3309357789836634;3309220285684810;3303494285665659;0052767695;Terdata;ada;Terdata: Desil 4;ada;A1B2C4;ada;KKS008;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081253522168;siswa52@gmail.com;ig: @siswa52;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;701749;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;45129;Hidup;;0;6 Orang;6;124479;Sewa Tahunan;2000;PLN;100 - 200 M2;< 25 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;27;Juara 2 Debat Bahasa Indonesia Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
53;1125.203.99944.5778.001;Siswa SNBP 53;S1 MANAJEMEN;3309920184294623;3306156379877027;3307547151156923;0094641172;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081239147972;siswa53@gmail.com;ig: @siswa53;Nama Ayah;Petani;Pekerjaan Detail;> Rp. 3.000.000;4757613;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;2254715;Hidup;;0;6 Orang;6;1168721;Sendiri;2003;PLN;50-99 M2;< 25 M2;Sungai/Mata Air;Kepemilikan Sendiri Didalam;Tidak Layak Menerima Beasiswa;3;Juara 1 OSN Tingkat Provinsi;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Dwi Kurniawan;Mampu membayar UKT mandiri.
54;1125.203.99980.2115.001;Siswa SNBP 54;S1 ILMU HUKUM;3304011254140775;3306251970599799;3308906251604119;0060037926;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081247512190;siswa54@gmail.com;ig: @siswa54;Nama Ayah;Wirausaha;Pekerjaan Detail;> Rp. 3.000.000;6728835;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;637096;Hidup;;0;4 Orang;4;1841482;Sendiri;1999;PLN;>200 M2;25-50 M2;PDAM;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;1;Eligible 1 Rumpun Saintek;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Budi Santoso;Mampu membayar UKT mandiri.
55;1125.203.99932.8571.001;Siswa SNBP 55;S1 ILMU HUKUM;3302634457363762;3305455532825913;3301665466804151;0013130639;Belum Terdata;tidak ada;Terdata: Desil 7;tidak ada;-;tidak ada;-;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081265093310;siswa55@gmail.com;ig: @siswa55;Nama Ayah;Lainnya;Pekerjaan Detail;> Rp. 3.000.000;6293236;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;2611176;Hidup;;0;3 Orang;3;2968137;Sendiri;2011;PLN;< 25 M2;< 25 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;35;Juara Umum 1 Paralel Sekolah;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
56;1125.203.99955.5790.001;Siswa SNBP 56;S1 AGROEKOTEKNOLOGI;3306946880626209;3308285319204171;3306619440678294;0024864290;Terdata;ada;Terdata: Desil 2;ada;A1B2C2;ada;KKS006;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081292160138;siswa56@gmail.com;ig: @siswa56;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1440330;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;375037;Hidup;;0;3 Orang;3;605122;Sewa Bulanan;2012;PLN;50-99 M2;>200 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;45;Juara 2 Debat Bahasa Indonesia Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
57;1125.203.99967.5242.001;Siswa SNBP 57;S1 TEKNIK SIPIL;3306031925781811;3304217328666737;3308379545986601;0031684200;Terdata;ada;Terdata: Desil 3;ada;A1B2C3;ada;KKS008;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081225949425;siswa57@gmail.com;ig: @siswa57;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1235960;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;296573;Hidup;;0;6 Orang;6;255422;Menumpang;2023;PLN;25-50 M2;< 25 M2;Sumur;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;6;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
58;1125.203.99981.3311.001;Siswa SNBP 58;S1 AKUNTANSI;3303117817578035;3309627011143293;3307015864957666;0033413158;Terdata;ada;Terdata: Desil 3;ada;A1B2C5;ada;KKS002;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081251954446;siswa58@gmail.com;ig: @siswa58;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;815918;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;375523;Hidup;;0;4 Orang;4;297860;Sewa Bulanan;2015;PLN;25-50 M2;>200 M2;Sumur;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;14;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
